IDKABKOT,mean,sd,ci_lower,ci_upper,rse_pct,mse,rmse
1202,0.018664350024963725,0.002593881040416736,0.013693011113252737,0.023762903796987804,13.897516050370887,6.728218851833409e-06,0.002593881040416736
1203,0.02199744145335524,0.0031093530318460376,0.0160142264664959,0.027949902179888353,14.1350667460091,9.668076276650145e-06,0.0031093530318460376
1204,0.02613966076620337,0.0031287554895293086,0.020035519975551527,0.03237994433579381,11.969380618644278,9.789110913259783e-06,0.0031287554895293086
1205,0.02249303074906274,0.0029608612269320903,0.016805452764214836,0.028481287774267793,13.163460540129595,8.766699205149804e-06,0.0029608612269320903
1206,0.03619912191876466,0.004324808523491172,0.0277494191782636,0.04476068963033919,11.947274669249106,1.8703968764861886e-05,0.004324808523491172
1207,0.01953780140512319,0.002816593256686529,0.014152607895198527,0.0252483770502896,14.416121846483524,7.933197573612027e-06,0.002816593256686529
1208,0.03332589965466225,0.0033995957360908424,0.026654958265501655,0.03994244524506634,10.201062150816515,1.1557251168847036e-05,0.0033995957360908424
1209,0.04072272983259174,0.003795107951732055,0.033435398515183366,0.04815417905346278,9.319384941366838,1.4402844365299873e-05,0.003795107951732055
1210,0.018970679335043473,0.0028999882433174123,0.013561583364629431,0.024753940017357583,15.286686323143034,8.40993181137921e-06,0.0028999882433174123
1211,0.029873496721314553,0.0034951752735598077,0.023270577631613186,0.03705510207309332,11.699920187334554,1.2216250192903878e-05,0.0034951752735598077
1212,0.02617044676182418,0.002631656875485774,0.02116340251376128,0.03141657005690021,10.055834733874972,6.925617910291548e-06,0.002631656875485774
1213,0.0336218257112038,0.003405547101824906,0.027188119425929788,0.04040050811470762,10.128977322876537,1.1597751062748015e-05,0.003405547101824906
1214,0.005540897946810511,0.0014017457370189242,0.0030592485064420702,0.008411285286720483,25.298169186202145,1.9648911112507273e-06,0.0014017457370189242
1215,0.014585698595333268,0.0025494445072285466,0.009725237049263325,0.019593597739601912,17.479070272604204,6.499667295437807e-06,0.0025494445072285466
1216,0.02804197333675652,0.003558184723105975,0.021052565387165392,0.034856229572953625,12.68878149328393,1.2660678523744744e-05,0.003558184723105975
1217,0.03790430371111407,0.00423331256614108,0.029654963533439934,0.04626107618154635,11.168421924869214,1.7920935282647975e-05,0.00423331256614108
1218,0.043862196397882,0.003999107696703622,0.03623042060288598,0.05158769656404993,9.117436027204349,1.5992862369834144e-05,0.003999107696703622
1219,0.04691649201647704,0.004179699326587054,0.03882621864645309,0.055055165296203135,8.908806150978096,1.746988646067227e-05,0.004179699326587054
1220,0.007902262220038944,0.0017667663599053919,0.004590993987903967,0.011414495744753679,22.357728846622415,3.121463370493349e-06,0.0017667663599053919
1221,0.02265271253277474,0.0031798142734614536,0.016751927034330587,0.029307253352455483,14.037234034823806,1.0111218813709192e-05,0.0031798142734614536
1222,0.021589302095473707,0.0028726631141515295,0.015886061299215874,0.02706049856649325,13.30595635490133,8.252193367406763e-06,0.0028726631141515295
1223,0.02804673177563967,0.0033229548166243813,0.021739699789016194,0.03488299170484616,11.847921687298248,1.1042028713327176e-05,0.0033229548166243813
1224,0.01564614452749579,0.002504233956555455,0.010834760084133891,0.020503088138414956,16.005437966871856,6.271187709165389e-06,0.002504233956555455
1225,0.008922170960267909,0.0018362912114436942,0.005488386322404085,0.012502955826161542,20.58121526275434,3.37196541322535e-06,0.0018362912114436942
